species,sex,subfamily,habitat,foraging_stratum,avg_span,volume,avg_brill,avg_chroma,avg_sex_dich
Hemispingus_reyi,Female,Poospizinae,F,U,0.072120538,1.98e-5,0.11625683,0.186746273,0.038
Hemispingus_reyi,Male,Poospizinae,F,U,0.076407011,3.44e-5,0.112212412,0.179926827,0.038
Hemithraupis_ruficapilla,Female,Hemithraupinae,F,C,0.071244477,5.53e-5,0.181673736,0.154241295,0.056
Hemithraupis_ruficapilla,Male,Hemithraupinae,F,C,0.116316983,1.97462e-4,0.172076913,0.194678672,0.056
Hemispingus_rufosuperciliaris,Female,Poospizinae,F,U,0.111454157,1.04e-5,0.091956609,0.148286678,0.02
Hemispingus_rufosuperciliaris,Male,Poospizinae,F,U,0.10074327,1.43e-5,0.093387938,0.16566662099999999,0.02
Hemispingus_superciliaris,Female,Poospizinae,F,C,0.077115787,2.64e-5,0.207993187,0.130846432,0.014
Hemispingus_superciliaris,Male,Poospizinae,F,C,0.074324663,2.54e-5,0.185934062,0.133596193,0.014
Hemispingus_trifasciatus,Female,Poospizinae,F,C,0.069413591,1.75e-5,0.163392258,0.156036733,0.009
Hemispingus_trifasciatus,Male,Poospizinae,F,C,0.069137573,2.1e-5,0.162179386,0.152125315,0.009
Hemispingus_verticalis,Female,Poospizinae,F,C,0.037721886,2.62e-6,0.156475688,0.078948152,0.006
Hemispingus_verticalis,Male,Poospizinae,F,C,0.037855623,2.51e-6,0.147239423,0.078923649,0.006
Hemispingus_xanthophthalmus,Female,Poospizinae,F,C,0.0265406,1.29e-6,0.200042515,0.101741344,0.007
Hemispingus_xanthophthalmus,Male,Poospizinae,F,C,0.029690873,1.81e-6,0.203938011,0.097408432,0.007
Heterospingus_rubrifrons,Female,Hemithraupinae,F,U/C,0.073696542,1.65e-5,0.185753285,0.081820604,0.025
Heterospingus_rubrifrons,Male,Hemithraupinae,F,U/C,0.087684445,2.68e-5,0.191618218,0.084991454,0.025
Heterospingus_xanthopygius,Female,Hemithraupinae,F,C,0.071480216,5.97e-5,0.109055495,0.097843478,0.082
Heterospingus_xanthopygius,Male,Hemithraupinae,F,C,0.142537775,6.4749e-4,0.143608326,0.136909648,0.082
Idiopsar_brachyurus,Female,Diglossinae,N,N,0.016501626,2.19e-7,0.117616425,0.05338809,0.01
Idiopsar_brachyurus,Male,Diglossinae,N,N,0.019727887,5.11e-7,0.116853811,0.044763457,0.01
Incaspiza_laeta,Female,Porphyrospizinae,N,N,0.077113184,2.28e-5,0.205529385,0.098379177,0.014
Incaspiza_laeta,Male,Porphyrospizinae,N,N,0.075821085,2.16e-5,0.210481909,0.097056274,0.014
Incaspiza_ortizi,Female,Porphyrospizinae,N,N,0.05222832,5.13e-6,0.169109183,0.090140113,0.014
Incaspiza_ortizi,Male,Porphyrospizinae,N,N,0.050591378,6.02e-6,0.172056956,0.080320311,0.014
Incaspiza_personata,Female,Porphyrospizinae,N,N,0.057697724,1.6e-5,0.117288031,0.121795591,0.028
Incaspiza_personata,Male,Porphyrospizinae,N,N,0.067084859,3.29e-5,0.146023698,0.102442612,0.028
Incaspiza_pulchra,Female,Porphyrospizinae,N,N,0.060548441,1.93e-5,0.147967169,0.113227689,0.02
Incaspiza_pulchra,Male,Porphyrospizinae,N,N,0.075256391,2.61e-5,0.152770656,0.105338795,0.02
Incaspiza_watkinsi,Female,Porphyrospizinae,N,N,0.047309672999999997,1.22e-5,0.18909085,0.109238544,0.02
Incaspiza_watkinsi,Male,Porphyrospizinae,N,N,0.06066863,1.77e-5,0.200617893,0.091524603,0.02
Iridosornis_analis,Female,Thraupinae,F,U,0.125579756,2.79816e-4,0.122482479,0.122992633,0.016
Iridosornis_analis,Male,Thraupinae,F,U,0.13252746,4.62266e-4,0.129131281,0.118979033,0.016
Iridosornis_jelskii,Female,Thraupinae,F,U/C,0.166821805,2.3111e-4,0.089287785,0.12770442,0.017
Iridosornis_jelskii,Male,Thraupinae,F,U/C,0.189296254,3.28441e-4,0.08851545,0.140190042,0.017
Iridosornis_porphyrocephalus,Female,Thraupinae,F,U,0.124946681,3.41605e-4,0.112109932,0.114790472,0.027
Iridosornis_porphyrocephalus,Male,Thraupinae,F,U,0.134534473,6.07512e-4,0.120143124,0.106475038,0.027
Iridophanes_pulcherrimus,Female,Hemithraupinae,F,C,0.079651616,1.69e-4,0.149105967,0.142969459,0.09
Iridophanes_pulcherrimus,Male,Hemithraupinae,F,C,0.161463889,2.2507e-4,0.175585449,0.118354333,0.09
Iridosornis_reinhardti,Female,Thraupinae,F,U,0.166711694,4.95579e-4,0.102493597,0.098982875,0.017
Iridosornis_reinhardti,Male,Thraupinae,F,U,0.165501325,6.24993e-4,0.108121441,0.102410165,0.017
Iridosornis_rufivertex,Female,Thraupinae,F,U,0.20079626,4.39936e-4,0.088932823,0.13370777,0.014
Iridosornis_rufivertex,Male,Thraupinae,F,U,0.20719797,5.48341e-4,0.103353708,0.138565612,0.014
Lanio_aurantius,Female,Tachyphoninae,F,C,0.109253652,1.48522e-4,0.106923517,0.182686241,0.083
Lanio_aurantius,Male,Tachyphoninae,F,C,0.180920177,1.97154e-4,0.172795949,0.175509009,0.083
Lanio_fulvus,Female,Tachyphoninae,F,C,0.139427069,6.66e-5,0.081625542,0.183034306,0.113
Lanio_fulvus,Male,Tachyphoninae,F,C,0.188666806,5.36e-5,0.106941751,0.175271663,0.113
Lanio_leucothorax,Female,Tachyphoninae,F,C,0.083439522,6.6e-5,0.09221593,0.179026598,0.101
Lanio_leucothorax,Male,Tachyphoninae,F,C,0.118102741,1.84661e-4,0.178258399,0.109889872,0.101
Lanio_versicolor,Female,Tachyphoninae,F,C,0.078971468,2.34e-5,0.096446337,0.219290386,0.099
Lanio_versicolor,Male,Tachyphoninae,F,C,0.176361437,1.76652e-4,0.149084737,0.168118565,0.099
Lophospingus_griseocristatus,Female,Thraupinae,N,N,0.026262321,1.14e-6,0.220022066,0.060659085,0.006
Lophospingus_griseocristatus,Male,Thraupinae,N,N,0.02785887,1.23e-6,0.225634523,0.061388735,0.006
Lophospingus_pusillus,Female,Thraupinae,N,N,0.031326534,2e-6,0.21370214,0.114758231,0.034
Lophospingus_pusillus,Male,Thraupinae,N,N,0.039514237,3.86e-6,0.222691893,0.081696085,0.034
Loxipasser_anoxanthus,Female,Coerebinae,F,U,0.057766682,5.11e-5,0.125290126,0.127043288,0.046
Loxipasser_anoxanthus,Male,Coerebinae,F,U,0.105994968,1.0149e-4,0.092958183,0.122909635,0.046
Loxigilla_noctis,Female,Coerebinae,F,C,0.047549625,7.04e-6,0.121165059,0.130943413,0.105
Loxigilla_noctis,Male,Coerebinae,F,C,0.109094495,4.08e-6,0.05341488,0.059669156,0.105
Loxigilla_portoricensis,Female,Coerebinae,F,C,0.199906224,9.01e-6,0.07365116,0.113971355,0.009
Loxigilla_portoricensis,Male,Coerebinae,F,C,0.206811799,4.63e-6,0.065510929,0.116000813,0.009
Loxigilla_violacea,Female,Coerebinae,F,C,0.150252939,1.83e-5,0.071391987,0.105992072,0.013
Loxigilla_violacea,Male,Coerebinae,F,C,0.178049874,1.41e-5,0.061747923,0.101443725,0.013
Melanodera_melanodera,Female,Diglossinae,N,N,0.037346436,1.08e-5,0.151578847,0.128495334,0.038
Melanodera_melanodera,Male,Diglossinae,N,N,0.057914984,3.19e-5,0.178148212,0.115524834,0.038
Melopyrrha_nigra,Female,Coerebinae,F,U,0.02036956,7.63e-7,0.122989808,0.082069595,0.067
Melopyrrha_nigra,Male,Coerebinae,F,U,0.039857801,1.07e-6,0.08936621,0.015783306,0.067
Melanospiza_richardsoni,Female,Coerebinae,F,U,0.043367425,4.94e-6,0.089172349,0.159778845,0.147
Melanospiza_richardsoni,Male,Coerebinae,F,U,0.054126641,0,0.045164715,0.012629881,0.147
Melanodera_xanthogramma,Female,Diglossinae,N,N,0.0334727,4.93e-6,0.155133684,0.131160038,0.038
Melanodera_xanthogramma,Male,Diglossinae,N,N,0.047096908,1.58e-5,0.166131911,0.120293529,0.038
Nemosia_pileata,Female,Nemosiinae,F,C,0.071527171,2.09e-5,0.254794896,0.070190497,0.032
Nemosia_pileata,Male,Nemosiinae,F,C,0.063175315,9.88e-6,0.244942219,0.05476637,0.032
Neothraupis_fasciata,Female,Thraupinae,N,N,0.028577959,1.27e-6,0.241507181,0.070807332,0.023
Neothraupis_fasciata,Male,Thraupinae,N,N,0.039825693,2.37e-6,0.230014472,0.052597394,0.023
Nephelornis_oneilli,Female,Poospizinae,F,U,0.043237606,1.42e-6,0.10875448,0.145203958,0.008
Nephelornis_oneilli,Male,Poospizinae,F,U,0.041680925,1.87e-6,0.107008309,0.142143609,0.008
Nesospiza_acunhae,Female,Diglossinae,-,-,0.039416227,5.32e-6,0.14923364,0.131010505,0.018
Nesospiza_acunhae,Male,Diglossinae,-,-,0.044245041,3.6e-6,0.152417243,0.145932928,0.018
Orchesticus_abeillei,Female,Orchesticinae,F,C,0.05156678,1.95e-5,0.136735209,0.202561125,0.028
Orchesticus_abeillei,Male,Orchesticinae,F,C,0.068752816,4.96e-5,0.137578846,0.186614894,0.028
Oreomanes_fraseri,Female,Diglossinae,F,U/C,0.102544336,1.34e-5,0.116694732,0.128080633,0.015
Oreomanes_fraseri,Male,Diglossinae,F,U/C,0.098666031,9.32e-6,0.112803276,0.115827473,0.015
Sporophila_angolensis,Female,Sporophilinae,N,N,0.069301486,2.06e-6,0.08366615,0.154667041,0.129
Sporophila_angolensis,Male,Sporophilinae,N,N,0.065687338,1.47e-6,0.049982753,0.02819716,0.129
Sporophila_crassirostris,Female,Sporophilinae,N,N,0.063560544,2.66e-6,0.121664519,0.14825567,0.111
Sporophila_crassirostris,Male,Sporophilinae,N,N,0.029552521000000002,1.27e-6,0.104643274,0.042011537,0.111
Sporophila_funerea,Female,Sporophilinae,N,N,0.059910334,1.23e-6,0.092136852,0.151005641,0.115
Sporophila_funerea,Male,Sporophilinae,N,N,0.037714441,1.98e-6,0.080052405,0.037833559,0.115
Sporophila_maximiliani,Female,Sporophilinae,N,N,0.050259784,1.7e-6,0.090825157,0.143291118,0.122
Sporophila_maximiliani,Male,Sporophilinae,N,N,0.059340709,9.42e-8,0.048565235,0.021856134,0.122
Sporophila_nuttingi,Female,Sporophilinae,N,N,0.054252954,1.68e-6,0.084984119,0.162767656,0.124
Sporophila_nuttingi,Male,Sporophilinae,N,N,0.052519175,2.75e-7,0.054068144,0.039128318,0.124
Paroaria_baeri,Male,Thraupinae,N,N,0.043502548,1.12e-5,0.20089243,0.043471282,NA
Paroaria_capitata,Female,Thraupinae,N,N,0.111544356,3.15e-5,0.233602194,0.073708106,0.016
Paroaria_capitata,Male,Thraupinae,N,N,0.123845273,6.88e-5,0.227599136,0.077049455,0.016
Paroaria_coronata,Female,Thraupinae,N,N,0.156867849,8.45e-5,0.208422351,0.136167633,0.012
Paroaria_coronata,Male,Thraupinae,N,N,0.148656082,1.05637e-4,0.207234842,0.134803006,0.012
Paroaria_dominicana,Female,Thraupinae,N,N,0.134367566,6.37e-5,0.211750239,0.122948665,0.015
Paroaria_dominicana,Male,Thraupinae,N,N,0.12392682,5.07e-5,0.215903072,0.117733193,0.015
Paroaria_gularis,Female,Thraupinae,N,N,0.091690384,5.1e-5,0.21218454,0.090555821,0.012
Paroaria_gularis,Male,Thraupinae,N,N,0.09291843,3.85e-5,0.212506699,0.085295855,0.012
Parkerthraustes_humeralis,Female,Orchesticinae,F,C,0.088979717,8.2e-5,0.170920082,0.133372964,0.022
Parkerthraustes_humeralis,Male,Orchesticinae,F,C,0.102051907,1.28177e-4,0.158991165,0.129781662,0.022
Paroaria_nigrogenis,Female,Thraupinae,-,-,0.138322294,7.05e-5,0.17317166,0.118436308,0.02
Paroaria_nigrogenis,Male,Thraupinae,-,-,0.127795487,6.46e-5,0.170067034,0.101600439,0.02
Phrygilus_alaudinus,Female,Porphyrospizinae,N,N,0.041108829,8.31e-6,0.193419943,0.10315794,0.054
Phrygilus_alaudinus,Male,Porphyrospizinae,N,N,0.043260997,3.33e-6,0.196200445,0.053796679,0.054
Phrygilus_atriceps,Female,Diglossinae,N,N,0.111888632,1.07491e-4,0.137327178,0.150572892,0.032
Phrygilus_atriceps,Male,Diglossinae,N,N,0.139124815,1.75003e-4,0.141337031,0.136884264,0.032
Phrygilus_carbonarius,Female,Porphyrospizinae,N,N,0.033243593,1.6e-6,0.149365654,0.115431476,0.061
Phrygilus_carbonarius,Male,Porphyrospizinae,N,N,0.01826977,3.15e-7,0.084289623,0.055614696,0.061
Phrygilus_dorsalis,Female,Diglossinae,N,N,0.034293175,3.64e-6,0.180412929,0.07936739,0.012
Phrygilus_dorsalis,Male,Diglossinae,N,N,0.045209035,6.58e-6,0.198679479,0.075152949,0.012
Phrygilus_erythronotus,Female,Diglossinae,N,N,0.036141386,2.34e-6,0.162161691,0.083960287,0.015
Phrygilus_erythronotus,Male,Diglossinae,N,N,0.041598084,2.13e-6,0.170762317,0.074939018,0.015
Phrygilus_fruticeti,Female,Porphyrospizinae,N,N,0.034266367,3.22e-6,0.114794075,0.089711803,0.04
Phrygilus_fruticeti,Male,Porphyrospizinae,N,N,0.044330037,3.33e-6,0.096910997,0.053909459,0.04
Phrygilus_patagonicus,Female,Diglossinae,F,U,0.093755493,5.06e-5,0.153597254,0.122311663,0.011
Phrygilus_patagonicus,Male,Diglossinae,F,U,0.09740537,5.2e-5,0.151201451,0.119124212,0.011
Phrygilus_plebejus,Female,Diglossinae,N,N,0.031605443,1.5e-6,0.178690197,0.078108892,0.013
Phrygilus_plebejus,Male,Diglossinae,N,N,0.030363795,1.09e-6,0.18066417,0.082652175,0.013
Phrygilus_punensis,Female,Diglossinae,N,N,0.104023983,7.57e-5,0.123658398,0.12236303,0.025
Phrygilus_punensis,Male,Diglossinae,N,N,0.128392919,8.29e-5,0.115671458,0.130523103,0.025
Phrygilus_unicolor,Female,Diglossinae,N,N,0.020378949,2.15e-7,0.117724014,0.03588306,0.011
Phrygilus_unicolor,Male,Diglossinae,N,N,0.01664436,1.1e-7,0.110008976,0.025519705,0.011
Piezorina_cinerea,Female,Poospizinae,N,N,0.021248495,6.69e-7,0.221919821,0.087145834,0.012
Piezorina_cinerea,Male,Poospizinae,N,N,0.029190957,7.35e-7,0.20847442,0.087466471,0.012
Pinaroloxias_inornata,Female,Coerebinae,F,U/C,0.037863047,3.39e-6,0.14943242,0.095400445,0.048
Pinaroloxias_inornata,Male,Coerebinae,F,U/C,0.025197444,5.82e-7,0.065503893999999993,0.047692117,0.048
Pipraeidea_melanonota,Female,Thraupinae,F,C,0.098845482,2.71e-5,0.167179485,0.118179387,0.094
Pipraeidea_melanonota,Male,Thraupinae,F,C,0.206891593,1.34569e-4,0.206767387,0.15251443,0.094
Platyspiza_crassirostris,Female,Coerebinae,F,U/C,0.027598598,1.42e-6,0.143901956,0.135623947,0.027
Platyspiza_crassirostris,Male,Coerebinae,F,U/C,0.037198639,2.17e-6,0.137218559,0.111937728,0.027
Poospiza_alticola,Female,Poospizinae,F,U,0.066771058,3.12e-5,0.173839437,0.113562711,0.016
Poospiza_alticola,Male,Poospizinae,F,U,0.070220166,3.71e-5,0.164778108,0.115512263,0.016
Poospiza_boliviana,Female,Poospizinae,N,N,0.056815503,2.75e-5,0.213009319,0.110295699,0.013
Poospiza_boliviana,Male,Poospizinae,N,N,0.050376496,1.95e-5,0.223278746,0.112761594,0.013
Poospiza_cabanisi,Female,Poospizinae,-,-,0.095505056,8.02e-5,0.165452705,0.133469035,0.014
Poospiza_cabanisi,Male,Poospizinae,-,-,0.105734711,8.62e-5,0.153465023,0.130590741,0.014
Poospiza_caesar,Female,Poospizinae,N,N,0.095099459,6.36e-5,0.125088128,0.10606517,0.016
Poospiza_caesar,Male,Poospizinae,N,N,0.090781173,2.86e-5,0.134543193,0.099650967,0.016
Poospiza_cinerea,Female,Poospizinae,N,N,0.043825957,1.85e-6,0.25025443000000003,0.068006711,0.011
Poospiza_cinerea,Male,Poospizinae,N,N,0.039314663,1.22e-6,0.255099832,0.063995068,0.011
Poospiza_erythrophrys,Female,Poospizinae,F,C,0.08227811,1.76e-5,0.168634654,0.127388586,0.015
Poospiza_erythrophrys,Male,Poospizinae,F,C,0.081118404,1.31e-5,0.163067825,0.122001968,0.015
Poospiza_hispaniolensis,Female,Poospizinae,N,N,0.036882416,5.67e-6,0.190223488,0.099629728,0.045
Poospiza_hispaniolensis,Male,Poospizinae,N,N,0.044499267,4.66e-6,0.189556824,0.075429382,0.045
Poospiza_hypochondria,Female,Poospizinae,N,N,0.063122991,1.96e-5,0.190334097,0.13357862,0.008
Poospiza_hypochondria,Male,Poospizinae,N,N,0.05566727,1.27e-5,0.191875012,0.132212074,0.008
Poospiza_melanoleuca,Female,Poospizinae,N,N,0.034870788,1.77e-6,0.263930127,0.073204729,0.026
Poospiza_melanoleuca,Male,Poospizinae,N,N,0.032214158,1.14e-6,0.305535285,0.048432441,0.026
Poospiza_nigrorufa,Female,Poospizinae,N,N,0.062299427,1.5e-5,0.17152753,0.10901308,0.012
Poospiza_nigrorufa,Male,Poospizinae,N,N,0.063627287,1.8e-5,0.163035546,0.116396809,0.012
Poospiza_ornata,Female,Poospizinae,N,N,0.075241336,2.57e-5,0.212940955,0.125191388,0.036
Poospiza_ornata,Male,Poospizinae,N,N,0.081413816,1.75e-5,0.190679464,0.133319008,0.036
Poospiza_rubecula,Male,Poospizinae,N,N,0.121658761,1.51e-5,0.095104268,0.172436061,NA
Poospiza_thoracica,Female,Poospizinae,F,C,0.060815567,3.01e-5,0.159655739,0.129182672,0.01
Poospiza_thoracica,Male,Poospizinae,F,C,0.059698742,2.48e-5,0.163998688,0.127337279,0.01
Poospiza_torquata,Female,Poospizinae,N,N,0.033334597,3.03e-6,0.204439518,0.101041574,0.024
Poospiza_torquata,Male,Poospizinae,N,N,0.060895205,1.59e-5,0.19255915,0.095881421,0.024
Poospiza_whitii,Female,Poospizinae,N,N,0.057418312,2.85e-5,0.17263504,0.099099906,0.012
Poospiza_whitii,Male,Poospizinae,N,N,0.06017189,3.33e-5,0.170424573,0.096649696,0.012
Porphyrospiza_caerulescens,Female,Porphyrospizinae,-,-,0.028791235,1.67e-6,0.145137945,0.095236743,0.146
Porphyrospiza_caerulescens,Male,Porphyrospizinae,-,-,0.08130641,4.1e-6,0.109939875,0.07424772,0.146
Pyrrhocoma_ruficeps,Female,Poospizinae,F,U,0.040997379,5.93e-6,0.129643543,0.132757771,0.072
Pyrrhocoma_ruficeps,Male,Poospizinae,F,U,0.084292999,1.21e-5,0.095305354,0.083905994,0.072
Ramphocelus_bresilius,Female,Tachyphoninae,F,U,0.071646185,9.54e-6,0.122000182,0.167523233,0.116
Ramphocelus_bresilius,Male,Tachyphoninae,F,U,0.139326085,1.47e-5,0.100661836,0.234496434,0.116
Ramphocelus_carbo,Female,Tachyphoninae,F,U/C,0.136558182,7.8e-6,0.055655764,0.114792955,0.115
Ramphocelus_carbo,Male,Tachyphoninae,F,U/C,0,0,0.028385909,0,0.115
Ramphocelus_costaricensis,Female,Tachyphoninae,-,-,0.098081818,7.4e-5,0.099486032,0.165935622,0.17
Ramphocelus_costaricensis,Male,Tachyphoninae,-,-,0.503953051,0,0.041215651,0.055994783,0.17
Ramphocelus_dimidiatus,Female,Tachyphoninae,F,U,0.085137105,1.09e-5,0.092188791,0.173093978,0.072
Ramphocelus_dimidiatus,Male,Tachyphoninae,F,U,0.12943017,1.73e-5,0.076732912,0.224894318,0.072
Ramphocelus_flammigerus,Female,Tachyphoninae,F,U/C,0.173207278,2.84e-5,0.166433873,0.174186808,0.144
Ramphocelus_flammigerus,Male,Tachyphoninae,F,U/C,0.36235616,0,0.049815573,0.040261796,0.144
Ramphocelus_melanogaster,Female,Tachyphoninae,F,U,0.13426023,2.73e-5,0.06103956,0.174507573,0.127
Ramphocelus_melanogaster,Male,Tachyphoninae,F,U,0.368984726,2.31e-6,0.048275267,0.139883799,0.127
Ramphocelus_nigrogularis,Female,Tachyphoninae,F,U/C,0.303682738,2.37e-5,0.059244833,0.147706434,0.051
Ramphocelus_nigrogularis,Male,Tachyphoninae,F,U/C,0.482706876,6.63e-7,0.049995547,0.186960174,0.051
Ramphocelus_passerinii,Female,Tachyphoninae,F,U/C,0.103725172,4.31e-5,0.087248184,0.160816814,0.17
Ramphocelus_passerinii,Male,Tachyphoninae,F,U/C,0.565661306,0,0.036654325,0.062851256,0.17
Ramphocelus_sanguinolentus,Female,Tachyphoninae,F,U,0.302720479,1.25e-5,0.053745707,0.199007086,0.019
Ramphocelus_sanguinolentus,Male,Tachyphoninae,F,U,0.326557065,2.35e-5,0.05558876,0.214610586,0.019
Rhodospingus_cruentus,Female,Tachyphoninae,F,U,0.037173675,8.26e-6,0.190911299,0.143848062,0.127
Rhodospingus_cruentus,Male,Tachyphoninae,F,U,0.151726315,1.70978e-4,0.165268741,0.163698272,0.127
Rowettia_goughensis,Male,Diglossinae,-,-,0.043245173,8.52e-6,0.142376868,0.106236541,NA
Saltator_albicollis,Female,Saltatorinae,F,C,0.038800046,1.42e-5,0.184976207,0.116500418,0.009
Saltator_albicollis,Male,Saltatorinae,F,C,0.040305624,1.85e-5,0.165461498,0.118051507,0.009
Saltator_atriceps,Female,Saltatorinae,F,U/C,0.130485245,1.28724e-4,0.118004796,0.118060244,0.018
Saltator_atriceps,Male,Saltatorinae,F,U/C,0.115688832,1.33255e-4,0.128890459,0.111687861,0.018
Saltator_atricollis,Female,Saltatorinae,N,N,0.083680164,1.33e-5,0.142132208,0.111281768,0.018
Saltator_atricollis,Male,Saltatorinae,N,N,0.069210624,1.11e-5,0.140704887,0.11658384,0.018
Saltator_atripennis,Female,Saltatorinae,F,C,0.099077501,7.64e-5,0.155237774,0.108326044,0.019
Saltator_atripennis,Male,Saltatorinae,F,C,0.08353811,8.05e-5,0.17535704,0.104357777,0.019
Saltator_aurantiirostris,Female,Saltatorinae,F,U/C,0.06011418,7.52e-6,0.186440562,0.100164702,0.028
Saltator_aurantiirostris,Male,Saltatorinae,F,U/C,0.068388244,1.25e-5,0.199835331,0.076571073,0.028
Saltator_cinctus,Female,Saltatorinae,F,U/C,0.035304801,1.31e-6,0.148426757,0.031191435,0.011
Saltator_cinctus,Male,Saltatorinae,F,U/C,0.028920938,7.6e-7,0.154619578,0.031132924,0.011
Saltator_coerulescens,Female,Saltatorinae,N,N,0.059431768,7.67e-6,0.138287686,0.089992837,0.014
Saltator_coerulescens,Male,Saltatorinae,N,N,0.066367423,9.15e-6,0.158127729,0.079451464,0.014
Saltator_fuliginosus,Female,Saltatorinae,-,-,0.016662613,3.24e-7,0.084672106,0.063268416,0.014
Saltator_fuliginosus,Male,Saltatorinae,-,-,0.018276324,3.14e-7,0.080073753,0.063484085,0.014
Saltator_grossus,Female,Saltatorinae,-,-,0.040110952,1.36e-6,0.09692409,0.054620739,0.035
Saltator_grossus,Male,Saltatorinae,-,-,0.033365015,1.8e-6,0.105093077,0.025051649,0.035
Saltator_maxillosus,Female,Saltatorinae,F,C,0.059477882,1.09e-5,0.163489582,0.128479507,0.013
Saltator_maxillosus,Male,Saltatorinae,F,C,0.065863255,7.69e-6,0.159782483,0.12840087,0.013
Saltator_maximus,Female,Saltatorinae,F,C,0.085798069,1.1335e-4,0.145919308,0.129661305,0.016
Saltator_maximus,Male,Saltatorinae,F,C,0.071104876,6.26e-5,0.168111804,0.123639765,0.016
Saltatricula_multicolor,Female,Saltatorinae,N,N,0.053494556,1.19e-5,0.276560035,0.092410306,0.016
Saltatricula_multicolor,Male,Saltatorinae,N,N,0.047451651,9.01e-6,0.297475723,0.080163686,0.016
Saltator_nigriceps,Female,Saltatorinae,F,U/C,0.049518698,3.05e-6,0.145427023,0.074292842,0.011
Saltator_nigriceps,Male,Saltatorinae,F,U/C,0.05597783,6.16e-6,0.13983326,0.071286359999999993,0.011
Saltator_orenocensis,Female,Saltatorinae,N,N,0.064819981,9.57e-6,0.198783029,0.107402438,0.012
Saltator_orenocensis,Male,Saltatorinae,N,N,0.058970301,6.38e-6,0.222176605,0.10166688,0.012
Saltator_rufiventris,Female,Thraupinae,F,U/C,0.085081151,3.4e-6,0.144140477,0.104568749,0.018
Saltator_rufiventris,Male,Thraupinae,F,U/C,0.098347752,1.93e-5,0.172640831,0.103390194,0.018
Saltator_similis,Female,Saltatorinae,F,C,0.052268201,4.01e-5,0.175867429,0.098960665,0.012
Saltator_similis,Male,Saltatorinae,F,C,0.055733046,5.47e-5,0.185640634,0.100562704,0.012
Saltator_striatipectus,Female,Saltatorinae,-,-,0.041851134,1.07e-5,0.224181784,0.10339468,0.009
Saltator_striatipectus,Male,Saltatorinae,-,-,0.039268225,1.63e-5,0.224120858,0.104925583,0.009
Schistochlamys_melanopis,Female,Thraupinae,F,U/C,0.034394733,1.45e-6,0.16132117,0.115680446,0.081
Schistochlamys_melanopis,Male,Thraupinae,F,U/C,0.02910663,1.26e-6,0.158368151,0.046117587,0.081
Schistochlamys_ruficapillus,Female,Thraupinae,F,U/C,0.092005199,1.85e-5,0.159794096,0.101655032,0.029
Schistochlamys_ruficapillus,Male,Thraupinae,F,U/C,0.085876291,1.62e-5,0.153824387,0.119715529,0.029
Sericossypha_albocristata,Female,Nemosiinae,F,C,0.04364516,1.22e-5,0.103932821,0.022926039,0.031
Sericossypha_albocristata,Male,Nemosiinae,F,C,0.111754928,7.32e-5,0.111065722,0.045663444,0.031
